diamond 4 2020092908_ET_海平面气压(hpa)分析

2020 09 29 08 0 0 

0.125000 -0.125000 95.000000 140.000000 55.000000 15.000000 361 321 2.500000 950.000000 1200.000000 1.000000 0.000000

1018.17	1018.33	1018.33	1018.17	1017.85	1017.77	1017.85	1017.97	1018.05	1018.09	1018.05	1018.01	1017.97	1018.01	1018.09	1018.05	1018.01	1018.25	1018.65	1018.97	1018.81	1018.41	1018.17	1018.37	1018.53	1018.57	1018.33	1017.97	1017.61	1017.29	1017.33	1017.53	1017.77	1017.81	1017.61	1017.41	1017.37	1017.45	1017.49	1017.41	1017.17	1017.09	1017.09	1017.21	1017.25	1017.25	1017.25	1017.45	1017.53	1017.53	1017.37	1017.33	1017.37	1017.57	1017.61	1017.69	1017.77	1017.93	1018.01	1018.01	1017.81	1017.77	1017.77	1017.93	1018.05	1018.09	1018.05	1018.05	1018.13	1018.25	1018.29	1018.25	1018.13	1018.09	1018.21	1018.33	1018.49	1018.57	1018.73	1018.97	1019.09	1019.05	1018.93	1019.01	1019.21	1019.41	1019.49	1019.41	1019.33	1019.33	1019.37	1019.37	1019.41	1019.49	1019.57	1019.65	1019.73	1019.81	1019.89	1019.85	1019.93	1020.09	1020.37	1020.45	1020.49	1020.57	1020.81	1020.97	1021.13	1021.49	1020.77	1019.77	1018.53	1018.41	1018.25	1018.05	1018.13	1018.37	1018.69	1019.13	1019.77	1020.29	1020.49	1020.41	1020.17	1019.81	1019.77	1019.93	1020.09	1020.21	1020.17	1020.21	1020.29	1020.13	1019.81	1019.49	1019.33	1019.17	1019.05	1019.01	1019.05	1019.13	1019.13	1019.05	1018.93	1018.69	1018.65	1018.73	1018.89	1018.85	1018.61	1018.33	1018.13	1018.05	1017.89	1017.73	1017.53	1017.37	1017.25	1017.17	1017.21	1017.29	1017.45	1017.57	1017.61	1017.65	1017.57	1017.61	1017.69	1017.81	1017.77	1017.53	1017.25	1017.29	1017.53	1017.85	1017.77	1017.57	1017.21	1017.17	1017.29	1017.49	1017.65	1017.73	1017.69	1017.57	1017.17	1016.85	1016.57	1016.65	1016.77	1016.81	1016.53	1016.29	1016.21	1016.45	1016.69	1016.81	1016.85	1016.85	1016.73	1016.53	1016.25	1016.01	1015.85	1015.81	1015.93	1016.13	1016.25	1016.05	1015.69	1015.29	1015.41	1015.57	1015.77	1015.69	1015.49	1015.25	1015.09	1015.09	1015.17	1015.25	1015.25	1015.21	1015.13	1014.77	1014.37	1014.05	1014.01	1014.05	1014.05	1013.93	1013.73	1013.61	1013.57	1013.61	1013.61	1013.61	1013.53	1013.29	1013.09	1012.89	1012.73	1012.61	1012.41	1012.17	1011.89	1011.69	1011.53	1011.41	1011.29	1011.09	1010.97	1010.81	1010.69	1010.57	1010.45	1010.37	1010.29	1010.13	1009.93	1009.69	1009.53	1009.37	1009.25	1009.13	1009.01	1008.89	1008.77	1008.61	1008.41	1008.25	1008.17	1008.05	1007.89	1007.69	1007.53	1007.37	1007.25	1007.09	1006.93	1006.81	1006.77	1006.77	1006.77	1006.73	1006.69	1006.65	1006.73	1006.81	1006.93	1006.97	1006.93	1006.89	1006.97	1007.09	1007.13	1007.01	1006.85	1006.65	1006.49	1006.21	1005.93	1005.57	1005.33	1005.21	1005.13	1005.09	1005.01	1004.89	1004.69	1004.49	1004.37	1004.21	1003.93	1003.61	1003.33	1003.17	1003.05	1002.85	1002.57	1002.09	1001.81	1001.61	1001.61	1001.57	1001.49	1001.37	1001.21	1001.09	1000.97	1000.85	1000.73	1000.57	1000.37	1000.13	999.85	999.57	999.41	999.21	999.01	998.81	998.61	998.45	998.33	998.29	998.21	998.21	998.21	998.21	998.21	998.21	998.17	998.13	998.13	998.13	998.13	998.17	998.17	998.17	998.17	

1018.41	1018.49	1018.53	1018.49	1018.37	1018.17	1018.01	1018.05	1018.17	1018.25	1018.37	1018.33	1018.25	1018.21	1018.17	1018.05	1017.97	1018.21	1018.77	1019.17	1019.25	1018.65	1018.25	1018.09	1018.37	1018.53	1018.57	1018.53	1018.09	1017.61	1017.21	1017.41	1017.69	1017.93	1017.89	1017.61	1017.33	1017.21	1017.29	1017.29	1017.17	1017.05	1017.13	1017.25	1017.41	1017.57	1017.73	1017.93	1017.89	1017.69	1017.37	1017.41	1017.57	1017.77	1017.77	1017.89	1018.05	1018.25	1018.25	1018.13	1017.89	1017.97	1018.09	1018.21	1018.21	1018.21	1018.21	1018.25	1018.25	1018.25	1018.29	1018.33	1018.37	1018.37	1018.41	1018.49	1018.53	1018.53	1018.65	1018.89	1019.21	1019.29	1019.25	1019.13	1019.21	1019.29	1019.29	1019.17	1019.09	1019.09	1019.17	1019.25	1019.33	1019.45	1019.57	1019.61	1019.69	1019.81	1020.05	1020.25	1020.41	1020.53	1020.61	1020.65	1020.69	1020.77	1020.93	1021.09	1021.37	1021.21	1020.29	1019.13	1018.49	1018.33	1018.17	1018.29	1018.49	1018.69	1019.09	1019.65	1020.41	1020.57	1020.73	1020.77	1020.21	1019.69	1019.45	1019.89	1020.05	1020.09	1019.97	1020.05	1020.29	1020.53	1020.29	1019.93	1019.57	1019.33	1019.29	1019.29	1019.37	1019.41	1019.41	1019.41	1019.41	1019.33	1019.17	1019.05	1018.97	1018.89	1018.77	1018.77	1018.69	1018.53	1018.13	1017.93	1017.77	1017.73	1017.57	1017.45	1017.37	1017.53	1017.57	1017.49	1017.17	1017.01	1017.05	1017.45	1017.89	1018.21	1018.33	1017.89	1017.41	1017.09	1017.33	1017.65	1017.85	1017.81	1017.57	1017.33	1017.13	1017.17	1017.37	1017.57	1017.65	1017.37	1016.93	1016.45	1016.45	1016.57	1016.77	1016.69	1016.57	1016.49	1016.65	1016.81	1016.93	1016.93	1016.89	1016.85	1016.77	1016.49	1016.13	1015.77	1015.49	1015.41	1015.49	1015.73	1015.93	1016.01	1016.01	1016.09	1016.13	1016.17	1015.97	1015.77	1015.61	1015.61	1015.61	1015.53	1015.41	1015.29	1015.21	1015.21	1015.17	1014.89	1014.45	1013.93	1013.73	1013.69	1013.77	1013.65	1013.49	1013.29	1013.33	1013.41	1013.49	1013.53	1013.41	1013.21	1012.89	1012.73	1012.69	1012.69	1012.61	1012.37	1012.13	1011.93	1011.81	1011.69	1011.53	1011.29	1011.05	1010.85	1010.69	1010.57	1010.45	1010.37	1010.25	1010.09	1009.89	1009.65	1009.45	1009.29	1009.17	1009.05	1008.93	1008.81	1008.65	1008.49	1008.29	1008.09	1007.89	1007.73	1007.57	1007.49	1007.45	1007.37	1007.25	1007.09	1006.93	1006.81	1006.77	1006.77	1006.77	1006.77	1006.77	1006.77	1006.73	1006.77	1006.77	1006.81	1006.77	1006.73	1006.69	1006.65	1006.49	1006.21	1006.05	1006.01	1006.05	1006.05	1005.93	1005.73	1005.45	1005.25	1005.13	1005.13	1005.09	1005.05	1004.89	1004.69	1004.45	1004.25	1004.01	1003.81	1003.57	1003.33	1003.09	1002.81	1002.53	1002.29	1002.13	1002.01	1001.93	1001.81	1001.65	1001.49	1001.33	1001.17	1001.05	1000.93	1000.77	1000.65	1000.45	1000.21	999.93	999.73	999.61	999.49	999.37	999.13	998.93	998.69	998.53	998.45	998.41	998.41	998.37	998.37	998.37	998.33	998.33	998.29	998.29	998.29	998.29	998.29	998.29	998.29	998.29	

1018.69	1018.49	1018.53	1018.65	1018.81	1018.73	1018.49	1018.21	1018.21	1018.33	1018.45	1018.45	1018.33	1018.25	1018.21	1018.09	1018.05	1018.13	1018.69	1019.17	1019.33	1018.85	1018.37	1018.25	1018.65	1018.89	1018.89	1018.77	1018.57	1018.17	1017.65	1017.21	1017.33	1017.69	1018.09	1018.21	1017.97	1017.73	1017.65	1017.69	1017.61	1017.45	1017.33	1017.37	1017.49	1017.65	1017.77	1017.85	1017.81	1017.77	1017.65	1017.69	1017.73	1017.81	1017.85	1018.13	1018.33	1018.49	1018.29	1018.01	1017.81	1017.85	1018.05	1018.21	1018.29	1018.33	1018.37	1018.41	1018.41	1018.33	1018.29	1018.25	1018.21	1018.25	1018.33	1018.69	1019.01	1019.17	1019.13	1019.05	1019.13	1019.17	1019.09	1018.93	1018.85	1018.93	1019.01	1019.05	1019.05	1019.09	1019.17	1019.29	1019.45	1019.61	1019.73	1019.65	1019.65	1019.81	1020.25	1020.57	1020.65	1020.57	1020.49	1020.53	1020.61	1020.69	1020.85	1021.09	1021.41	1020.93	1020.01	1018.85	1018.69	1018.57	1018.45	1018.57	1018.81	1019.09	1019.57	1020.41	1020.81	1020.81	1020.93	1020.65	1020.13	1019.37	1019.73	1020.13	1020.25	1020.05	1020.05	1020.17	1020.49	1020.49	1020.25	1019.73	1019.41	1019.29	1019.33	1019.57	1019.61	1019.49	1019.17	1019.13	1019.21	1019.37	1019.25	1019.05	1018.85	1018.77	1018.73	1018.69	1018.61	1018.45	1018.25	1018.21	1018.21	1018.13	1017.93	1017.69	1017.69	1017.85	1018.09	1018.01	1017.85	1017.73	1017.89	1018.09	1018.29	1018.13	1017.77	1017.37	1016.97	1017.13	1017.49	1017.97	1018.13	1018.17	1018.09	1017.97	1017.77	1017.57	1017.49	1017.49	1017.49	1017.25	1016.85	1016.61	1016.53	1016.61	1016.69	1016.73	1016.85	1017.01	1017.09	1017.09	1016.89	1016.81	1016.81	1016.77	1016.49	1016.21	1016.01	1016.25	1016.29	1016.33	1016.17	1016.05	1016.09	1016.09	1016.13	1016.13	1016.13	1015.97	1015.77	1015.65	1015.77	1015.93	1015.93	1015.73	1015.41	1015.13	1014.93	1014.77	1014.61	1014.37	1014.05	1013.89	1013.73	1013.73	1013.61	1013.49	1013.29	1013.33	1013.45	1013.57	1013.61	1013.57	1013.45	1013.29	1013.01	1012.81	1012.69	1012.69	1012.69	1012.53	1012.33	1012.13	1011.97	1011.81	1011.61	1011.33	1011.09	1010.93	1010.77	1010.61	1010.45	1010.33	1010.17	1010.01	1009.85	1009.69	1009.49	1009.29	1009.13	1008.97	1008.81	1008.65	1008.49	1008.37	1008.21	1008.01	1007.81	1007.65	1007.57	1007.57	1007.53	1007.45	1007.33	1007.21	1007.09	1006.97	1006.93	1006.93	1006.97	1006.97	1006.97	1006.93	1006.93	1006.97	1006.89	1006.65	1006.37	1005.93	1005.61	1005.41	1005.25	1005.25	1005.13	1005.05	1005.01	1005.09	1005.29	1005.49	1005.65	1005.53	1005.37	1005.25	1005.21	1005.13	1004.93	1004.57	1004.21	1003.93	1003.89	1003.81	1003.65	1003.45	1003.21	1003.01	1002.85	1002.65	1002.45	1002.29	1002.05	1001.85	1001.65	1001.53	1001.41	1001.29	1001.17	1001.05	1000.89	1000.77	1000.57	1000.37	1000.13	999.93	999.73	999.53	999.37	999.21	999.05	998.85	998.69	998.61	998.61	998.57	998.57	998.53	998.53	998.49	998.45	998.41	998.41	998.41	998.41	998.45	998.45	998.45	998.45	

1019.77	1019.57	1019.41	1019.33	1019.33	1019.29	1019.21	1018.93	1018.69	1018.61	1018.65	1018.65	1018.53	1018.45	1018.45	1018.33	1018.05	1017.97	1018.29	1018.77	1019.05	1018.85	1018.41	1018.25	1018.61	1019.01	1019.01	1018.73	1018.45	1018.33	1018.09	1017.53	1017.29	1017.37	1017.77	1017.97	1017.85	1017.61	1017.45	1017.53	1017.65	1017.65	1017.61	1017.65	1017.73	1017.85	1017.77	1017.57	1017.37	1017.33	1017.53	1017.85	1018.09	1018.21	1018.29	1018.45	1018.41	1018.33	1018.13	1017.93	1017.85	1017.81	1017.89	1018.05	1018.25	1018.37	1018.37	1018.37	1018.33	1018.29	1018.25	1018.21	1018.21	1018.29	1018.45	1018.81	1019.17	1019.29	1019.17	1018.85	1018.77	1018.89	1019.01	1019.01	1018.89	1018.85	1018.81	1018.73	1018.73	1018.81	1019.05	1019.21	1019.37	1019.57	1019.77	1019.81	1019.89	1020.05	1020.33	1020.53	1020.45	1020.45	1020.45	1020.73	1020.81	1020.81	1020.77	1020.93	1020.85	1020.33	1019.45	1018.97	1018.81	1018.73	1018.77	1018.85	1019.05	1019.45	1019.97	1020.65	1020.97	1021.13	1021.01	1020.41	1019.85	1019.61	1020.09	1020.17	1020.09	1019.97	1020.17	1020.41	1020.61	1020.49	1020.17	1019.89	1019.69	1019.69	1019.85	1020.09	1020.13	1019.81	1019.41	1019.21	1019.25	1019.25	1019.13	1018.73	1018.45	1018.33	1018.41	1018.69	1018.89	1018.97	1018.77	1018.21	1017.89	1017.73	1017.97	1018.09	1018.33	1018.45	1018.53	1018.49	1018.37	1018.29	1018.33	1018.41	1018.37	1018.25	1017.93	1017.69	1017.57	1017.73	1018.05	1018.21	1018.25	1018.13	1018.05	1018.09	1018.09	1017.97	1017.77	1017.57	1017.37	1017.13	1016.89	1016.73	1016.65	1016.61	1016.69	1016.85	1017.09	1017.29	1017.41	1017.21	1016.77	1016.41	1016.29	1016.29	1016.21	1016.17	1016.33	1016.57	1016.81	1016.81	1016.65	1016.49	1016.37	1016.21	1016.09	1016.01	1015.97	1015.81	1015.65	1015.53	1015.57	1015.65	1015.57	1015.25	1014.89	1014.49	1014.21	1014.05	1013.85	1013.81	1013.85	1013.93	1014.01	1013.89	1013.73	1013.49	1013.45	1013.57	1013.69	1013.69	1013.49	1013.33	1013.25	1013.21	1013.13	1012.97	1012.89	1012.81	1012.77	1012.65	1012.45	1012.21	1012.01	1011.81	1011.61	1011.41	1011.25	1011.05	1010.89	1010.73	1010.53	1010.37	1010.21	1010.01	1009.81	1009.65	1009.45	1009.25	1009.13	1008.97	1008.85	1008.69	1008.57	1008.45	1008.33	1008.21	1008.01	1007.89	1007.81	1007.81	1007.73	1007.65	1007.53	1007.49	1007.37	1007.25	1007.13	1007.05	1006.93	1006.81	1006.61	1006.45	1006.41	1006.33	1006.13	1005.89	1005.53	1005.41	1005.29	1005.25	1005.33	1005.33	1005.25	1005.09	1004.97	1004.93	1005.01	1005.09	1005.09	1005.05	1004.77	1004.61	1004.41	1004.25	1004.13	1004.05	1003.93	1003.93	1003.93	1003.89	1003.81	1003.65	1003.49	1003.37	1003.21	1003.01	1002.77	1002.53	1002.25	1001.97	1001.77	1001.61	1001.53	1001.45	1001.33	1001.21	1001.09	1000.89	1000.69	1000.49	1000.29	1000.13	999.93	999.73	999.53	999.37	999.21	999.05	998.89	998.85	998.81	998.81	998.73	998.69	998.65	998.61	998.61	998.61	998.65	998.65	998.61	998.61	998.61	998.61	998.61	

1020.09	1019.97	1019.89	1019.81	1019.69	1019.69	1019.69	1019.61	1019.37	1019.13	1018.97	1018.85	1018.65	1018.49	1018.41	1018.29	1017.97	1017.73	1017.77	1018.25	1018.65	1018.81	1018.53	1018.33	1018.29	1018.61	1018.69	1018.53	1018.17	1018.01	1018.09	1018.05	1017.81	1017.57	1017.49	1017.57	1017.61	1017.53	1017.37	1017.33	1017.33	1017.41	1017.49	1017.65	1017.85	1018.09	1018.21	1018.05	1017.81	1017.65	1017.81	1018.01	1018.29	1018.45	1018.57	1018.65	1018.57	1018.33	1018.05	1017.85	1017.73	1017.77	1017.85	1018.09	1018.29	1018.41	1018.45	1018.45	1018.45	1018.41	1018.29	1018.33	1018.37	1018.45	1018.41	1018.53	1018.73	1018.81	1018.73	1018.61	1018.77	1019.13	1019.33	1019.33	1019.01	1018.81	1018.69	1018.73	1018.97	1019.21	1019.49	1019.53	1019.57	1019.65	1019.93	1020.17	1020.37	1020.49	1020.45	1020.41	1020.29	1020.37	1020.57	1020.81	1020.81	1020.85	1020.93	1021.05	1020.33	1019.65	1019.09	1018.85	1018.81	1018.85	1018.93	1019.09	1019.37	1019.69	1019.97	1020.33	1020.65	1020.73	1020.17	1019.77	1019.57	1019.81	1019.93	1019.93	1019.81	1019.85	1020.01	1020.29	1020.41	1020.45	1020.29	1020.17	1020.09	1020.13	1020.21	1020.17	1020.05	1019.81	1019.69	1019.57	1019.41	1019.09	1018.77	1018.57	1018.45	1018.49	1018.57	1018.81	1019.05	1019.05	1018.81	1018.09	1017.85	1017.97	1018.45	1018.65	1018.57	1018.37	1018.25	1018.25	1018.29	1018.33	1018.37	1018.41	1018.45	1018.45	1018.45	1018.41	1018.37	1018.41	1018.45	1018.45	1018.17	1017.89	1017.77	1017.89	1018.01	1018.09	1018.01	1017.69	1017.29	1016.93	1016.77	1016.69	1016.65	1016.69	1016.89	1017.09	1017.29	1017.37	1017.29	1017.09	1016.57	1016.21	1016.09	1016.25	1016.45	1016.61	1016.65	1016.69	1016.61	1016.49	1016.33	1016.17	1015.97	1015.85	1015.81	1015.93	1016.01	1015.93	1015.57	1015.21	1015.05	1015.05	1014.97	1014.77	1014.45	1014.13	1013.89	1013.77	1013.85	1013.97	1014.01	1014.05	1013.93	1013.77	1013.49	1013.37	1013.33	1013.37	1013.41	1013.29	1013.05	1012.85	1012.69	1012.57	1012.53	1012.57	1012.53	1012.45	1012.33	1012.25	1012.17	1012.05	1011.89	1011.81	1011.69	1011.53	1011.37	1011.21	1011.01	1010.85	1010.65	1010.49	1010.29	1010.05	1009.85	1009.65	1009.53	1009.41	1009.29	1009.13	1009.01	1008.89	1008.73	1008.57	1008.41	1008.29	1008.17	1008.05	1007.97	1007.93	1007.89	1007.85	1007.77	1007.65	1007.57	1007.45	1007.29	1007.09	1006.85	1006.57	1006.33	1006.13	1005.97	1005.77	1005.57	1005.41	1005.41	1005.41	1005.45	1005.49	1005.61	1005.57	1005.33	1005.09	1004.97	1004.93	1004.93	1004.81	1004.61	1004.25	1004.21	1004.21	1004.21	1004.21	1004.25	1004.29	1004.29	1004.25	1004.17	1004.13	1004.05	1003.93	1003.81	1003.69	1003.49	1003.21	1002.89	1002.65	1002.37	1002.05	1001.81	1001.69	1001.61	1001.57	1001.49	1001.37	1001.25	1001.01	1000.73	1000.53	1000.37	1000.25	1000.13	999.97	999.81	999.65	999.49	999.33	999.21	999.09	999.05	998.93	998.85	998.77	998.77	998.77	998.81	998.85	998.85	998.85	998.81	998.81	998.81	998.77	998.77	

